France,English
pouvoirs,powers
luke,luke
pluie,rain
passez,pass
vrais,real
enlevé,removed
moments,moments
blesser,hurt
ombre,shadow
rome,Rome
épisode,episode
talent,talent
chocolat,chocolate
assurance,insurance
angleterre,England
couche,layer
site,site
neige,snow
gardé,kept
chemise,shirt
ted,ted
voulaient,wanted
emploi,use
précédemment,previously
surveiller,to watch
privée,private
entière,whole
saint,Holy
parlent,talk
réfléchi,reflexive
my,my
attendent,wait
jette,throw
facilement,easily
joues,play
jury,jury
passera,will pass
voleur,thief
véritable,true
entend,hears
chaise,chair
accusé,accused
zéro,zero
clairement,clearly
mouvement,movement
celles,those
sommeil,sleep
blancs,whites
survivre,to survive
semblait,seemed
o,o
craint,fear
traduction,translation
notes,notes
repos,rest
siège,headquarters
policier,policeman
allés,alleys
puissance,Powerful
familles,families
second,second
cellule,cell
engagé,engaged
adorable,adorable
matt,matt
spéciale,special
violence,violence
ours,bear
gorge,throat
examen,exam
dieux,gods
major,major
obtenu,obtained
évident,obvious
distance,distance
titre,title
lundi,Monday
choc,shock
différentes,different
théâtre,theater
exploser,explode
â,has
rivière,river
paye,paid
allo,hi
revenez,come back
écoutes,listen
logique,logic
alice,Alice
miracle,miracle
lève,survey
montagne,Mountain
essayais,tried
pauvres,poor
tenu,tenuous
chicago,Chicago
auprès,with
lèvres,lips
plat,dish
lunettes,eyeglasses
journaux,newspapers
attaquer,tackle
mine,mine
pistolet,gun
divorce,divorce
noirs,black
meurtres,murders
premiers,first
forêt,forest
respirer,to breathe
fortune,fortune
réponses,responses
devraient,should
explosion,blast
reviendra,will come back
mène,led
doc,doc
maria,Maria
responsabilité,responsibility
annie,Annie
erreurs,errors
principal,major
épée,sword
tienne,yours
travaillait,was working
tableau,picture
cabinet,cabinet
normale,normal
alerte,alert
meurtrier,murderer
whoa,whoa
libérer,release
commis,clerk
sérieuse,serious
carl,carl
sous-titrage,subtitles
rock,rock
vision,vision
réveillé,wake up
auront,will have
mesure,measure
arthur,arthur
kyle,kyle
ed,ED
louis,Louis
1er,1st
secrétaire,secretary
dave,dave
images,images
fuite,leak
amitié,friendship
annonce,announcement
pousser,to push 
william,William
idiote,idiot
nombreux,numerous
brisé,broken
raconté,told
cardiaque,heart
minuit,midnight
humeur,mood
physique,physical
prof,teacher
lieux,premises
los,the bone
seins,tits
crier,yell
top,top
go,Go
permission,permission
romantique,romantic
lac,lake
vente,sale
vache,cow
suit,follows
clark,Clark
courses,races
casser,to break
études,studies
modèle,model
susan,Susan
version,version
jeff,Jeff
pensées,thoughts
prudent,careful
plaisante,pleasant
emmené,taken
réfléchis,reflected
concert,concert
blessure,wound
tir,shot
chauffeur,driver
midi,midday
souvenez,remember
puissant,powerful
moteur,engine
répond,respond
hmm,Hmm
city,City
coûte,cost
reculez,retreat
dessous,under
souffle,breath
construire,to build
démon,Devil
achète,bought
smith,smith
caméras,cameras
pousse,growth
cesse,stop
gare,station
rentrée,back to school
finit,finished
bosse,bump
kelly,kelly
fer,iron
couilles,balls
quiconque,anyone
vole,Fly
ignorais,ignorant
soutien,support
usine,factory
château,castle
lâche-moi,Let go of me
ont-ils,do they have
garage,garage
délicieux,delicious
oreille,ear
virus,virus
réellement,Actually
posé,laid
avancer,to advance
maisons,houses
voisins,neighbors
dites-lui,tell him
deviens,become
sage,wise
crédit,credit
ambulance,ambulance
gamins,kids
fière,proud
tourné,turned
puce,chip
finie,finish
canon,cannon
liquide,liquid
devine,guess
particulier,particular
prennent,takes
traverser,to cross
rues,streets
park,park
criminel,criminal
cependant,however
sombre,dark
agence,agency
comportement,behaviour
artiste,artist
bosser,work
gouverneur,governor
paroles,lyrics
résoudre,solve
chut,hush
période,period
bat,bat
seraient,would be
bébés,babies
cherches,looking for
e,e
croyez-moi,believe me
donnes,gate
préparé,prepare
soucis,worry
traiter,treat
street,street
différente,different
reconnais,recognize
bye,bye
pourriez-vous,could you
fromage,cheese
essence,essence
ayant,having
côte,coast
tenté,tent
chaleur,heat
tests,tests
champagne,Champagne
objet,object
ouai,yeah
disparaître,vanish
oiseaux,birds
re,D
europe,Europe
supposé,Assumed
supplie,supplore
tournée,tour
résultat,results
roger,Roger
concernant,re
vérifie,checked
souffrir,suffer
occupée,busy
fusil,musket
gardien,guardian
déranger,to bother
verrai,will see
fatiguée,tired
vote,vote
dégagez,release
anciens,old -fashioned
voila,here
tués,you are
forcément,necessarily
cadeaux,gifts
herbe,grass
b,B
menteur,liar
vivante,lively
riches,rich
vive,long -lived
sacrée,sacred
taylor,Taylor
adulte,adult
siècle,century
attente,waiting
endroits,locations
écris,wrote
rapports,reports
piscine,swimming pool
rentrez,come back
lendemain,the following day
fumer,to smoke
concours,competition
ment,is lying
monté,mounted
passait,passed
vous-même,yourself
inviter,invite
coach,coach
fausse,fake
élevé,raised
chair,flesh
magique,magical
chaîne,chain
chèque,check
réseau,network
enfance,childhood
mensonges,lies
pourrions,could
choisis,choose
taire,to hush up
inquiet,worried
enfuir,escape
bel,beautiful
profiter,to profit from
science,science
revenue,revenue
billet,ticket
crâne,skull
jaloux,jealous
tien,yours
arrestation,arrest
laver,wash
nuits,nights
caisse,box
scientifique,scientific
russe,Russian
cris,cries
traité,treaty
attaqué,offensive
écoutez-moi,listen to me
montez,go up
sean,sean
promesse,promise
sénateur,senator
blessures,wounds
sucre,sugar
murs,walls
attrape,caught
représente,represented
emma,Emma
esprits,spirits
cloche,Bell
phil,phil
cia,CIA
réputation,reputation
étudier,to study
trompe,deceived
chute,fall
jackson,jackson
demi,half
devra,will have to
plainte,complaint
grand-chose,great
tim,Tim
joey,Joey
sorcière,witch
venant,from
alan,alan
californie,California
tenue,outfit
journaliste,journalist
soyons,let's be
chouette,owl
karen,karen
aurons,will have
avocats,lawyers
cherchais,sought
angeles,Angeles
surveille,monitoring
département,department
abandonne,abandoned
prendrai,will take
peinture,paint
refaire,remake
honnêtement,honestly
opinion,opinion
geste,gesture
étais-tu,were you
gaffe,blunder
empire,empire
aient,have
pizza,pizza
seriez,would be
fan,fan
poitrine,chest
y',y '
jenny,Jenny
lorsqu',when
médecins,doctors
remonte,traced back
aventure,adventure
réglé,rule
mac,mac
abby,Abby
barre,closed off
foyer,foyer
jean,Jeans
amuse,amused
mener,carry out
uniforme,uniform
cauchemar,nightmare
soupe,soup
intelligente,intelligent
jus,juice
prêtre,priest
lily,lily
trompé,deceived
chuck,chuck
corde,string
champion,champion
somme,sum
conférence,conference
commissaire,commissioner
répondez,answer
attrapé,caught
red,red
racontes,tells
deviner,to guess
recommencer,restart
dis-tu,you say
complet,complete
crimes,crimes
maggie,Maggie
crème,cream
construit,built
excusez,Excuse
entraînement,coaching
centaines,hundreds
calmer,calm
joueur,player
couloir,corridor
horreur,horror
propriété,property
admettre,admit
matériel,material
verrez,will see
foule,crowd
st,st
réaction,reaction
ennuie,bored
laura,laura
pub,pub
hiver,winter
manteau,coat
pis,worse
débile,stupid
trouverai,will find
conseiller,advise
humanité,humanity
studio,studio
josh,josh
lapin,rabbit
désert,desert
combattre,combat
big,big
julie,julie
boutique,shop
fonds,funds
voient,see
états-unis,United States
reviendrai,will come back
ramené,brings back
discussion,discussion
connaissait,knew
vegas,vegas
sir,sir
fiancée,fiancee
remonter,go back up
incendie,fire
arbres,trees
conseils,tips
géniale,brilliant
messages,messages
ex,ex
surface,surface
appellent,call
atteint,achieved
recommence,start again
curieux,curious
lucy,Lucy
ascenseur,elevator
mars,march
apprend,learn
abri,shelter
larmes,tears
dites-vous,you say
impliqué,involved
répéter,repeat
pardonner,to forgive
donnerai,will give
soi,self
marine,Marine
cadavre,corpse
o.k.,OK.
front,forehead
uniquement,uniquely
traîner,hang out
rare,rare
permet,allow
stan,stan
parking,car park
morceaux,parts
réussir,to succeed
morgan,Morgan
empêche,stop
traversé,crossed
américaine,American
hank,hank
décide,decided
doué,gifted
gloire,glory
gang,gang
communauté,community
plaisantes,pleasant
déclaration,statement
jones,jones
portait,wore
croient,believe
projets,projects
frontière,border
saute,jumped up
hais,haz
laissée,left
suivez-moi,follow me
prénom,first name
tenter,to attempt
liaison,connection
cérémonie,ceremony
fasses,make
vivent,live
ho,ho
océan,ocean
vélo,bike
aimerait,would like
réaliser,achieve
poupée,doll
navire,vessel
saches,know
parties,parts
patrick,patrick
remplacer,replace
prisonnier,prisoner
ménage,housework
porté,gate
employés,employees
dépêchez-vous,hurry up
bouton,button
acteur,actor
show,show
julia,julia
mardi,tuesday
juré,sworn
barry,Barry
médecine,medicine
restera,will stay
lourd,heavy 
chargé,charged
au-delà,beyond
survécu,survived
bite,cock
soudain,suddenly
voyais,saw
travailles,work
prévenu,warned
regardez-moi,look at me
baisse,decrease
filer,spin
rompu,broken
véhicule,vehicle
sauve,Safe
rencontrés,met
emmerde,foul
estomac,stomach
donna,donna
couvrir,cover
meilleures,best
rater,to fail
terminée,finished
fred,fred
tâche,task
réserve,Reserve
brûler,burn
chou,cabbage
réveille,wake up
sentez,feel
ferme-la,shut up
réveille-toi,wake up
etait,was
origine,origin
rêvé,dream
gary,gary
pouviez,could
poursuivre,to chase
actions,actions
tapis,carpet
absence,absence
lâcher,let go
tempête,storm
um,UM
souffre,suffer
touchez,touch
cents,cents
rempli,completed
écran,screen
dis-le,say it
victor,Victor
affreux,awful
enterrement,burial
inconnu,unknown
venger,revenge
team,team
feriez,would do
sara,sara
inventé,invented
installer,install
ya,ya
va-t-il,he's going
rythme,rhythm
étudiants,students
pratique,practice
whisky,whiskey
calmez-vous,calm down
travaillez,Work
ballon,ball 
équipage,crew
signes,signs
élèves,students
faites-le,do it
parlera,talk to
attirer,to attract
récompense,reward
reconnu,recognized
irait,would go
loup,wolf
traite,treaty
lâchez-moi,Let me go
ca.,that.
vengeance,revenge
imaginez,Imagine
navré,heartbroken
feront,will do
finis,finish
propose,offers
forcé,strength
lutte,struggle
opportunité,opportunity
personnage,character
2e,2nd
boss,boss
arrêtes,stops
convaincu,convinced
allons-nous,Let's go
accompagner,to accompany
essayons,let's try
limite,limit
panique,panic
technologie,technology
brillant,bright
king,King
afrique,Africa
nourrir,to feed
région,region
nathan,Nathan
passent,pass
salaire,salary
veille,standby
appelle-moi,call me
ceinture,belt
explication,explanation
chansons,songs
profond,deep
professionnel,professional
possède,possesses
étonnant,amazing
venais,came
casier,locker
jouez,play
roman,novel
sandwich,sandwich
arrives,arrival
nana,girl
nommé,appointed
incident,incident
retournez,return
sophie,sophie
potes,friends
comité,committee
chine,China
technique,technical
haine,hate
identifier,identify
célibataire,single
jackie,jackie
annoncer,announce
portée,scope
fleur,flower
roule,rolled
palais,palace
tromper,deceive
lady,lady
attendait,was waiting
jeudi,Thursday
abruti,fool
disiez,say
normalement,normally
circonstances,circumstances
appelez-moi,call me
canapé,sofa
sommes-nous,are we
protège,protected
est-à-dire,that is to say
affronter,confront
connait,know
élève,student
pêche,sin
masque,mask
couvert,covered
extraordinaire,extraordinary
malheur,misfortune
sentais,Smelt
royaume,kingdom
porc,pork
envoyez,send
brûle,burn
entretien,maintenance
vingt,twenty
objets,objects
gêne,embarrassed
bloc,block
aidera,will help
final,final
conduis,driven
excellente,excellent
brûlé,burnt
amanda,Amanda
business,business
sauté,jumped up
trouvent,find
ferez,will do
alarme,alarm
laisse-le,leave him
rencard,date
concentrer,focus
étoile,star
engager,engage
singe,monkey
colle,glue
ooh,ooh
assistant,assistant
fallu,owl
mm,mm
central,central
prisonniers,prisoners
naturel,natural
essayait,was trying
pardonnez-moi,excuse me
étape,stage
cage,cage
davantage,any further
alliance,alliance
collègues,colleagues
collier,necklace
rayon,Ray
correct,correct
jesse,Jesse
gâcher,spoil
quant,as to
assassiné,murdered
placard,cupboard
soif,thirst
conditions,terms
min,min
remis,discarded
russes,Russian
miel,Honey
personnellement,personally
entièrement,entirely
howard,Howard
impressionnant,impressive
passes,passes
créature,creature
black,black
lancé,spear
kilomètres,kilometers
sers,serve
échappé,escape
parte,part
prouve,prove
associé,associated
monnaie,change
dean,dean
moque,mocking
voisin,neighbour
clinique,clinical
tape,tape
têtes,heads
lentement,slowly
classique,classic
temple,temple
steven,Steven
produits,products
passion,passion
prenne,take
échoué,failed
écouté,listen
existence,existence
correspond,correspond
analyse,to analyse
retire,took of
mystère,mystery
maîtresse,mistress
port,port
tension,tension
qualité,quality
nationale,national
respecte,respect
vierge,virgin
piano,piano
secteur,sector
espérons,hope
devoirs,homework
pot,jar
contacter,contact
secrète,secret
dispute,dispute
cigarette,cigarette
manques,gap
bouffe,food
jugement,judgement
idiots,idiots
courageux,courageous
limites,limits
bibliothèque,library
désir,desire
condition,condition
sales,dirty
courrier,mail
volant,flying
merveilleuse,marvelous
fumée,smoke
chanceux,fortunate
expert,expert
anne,Anne
rick,rick
lève-toi,get up
tasse,cup
poussé,pushed
étrangers,foreigners
censée,supposed
permettez,Allow
hall,lobby
approcher,approach
that,that
greg,greg
pile,pile
japonais,Japanese
soigner,cure
urgences,emergency room
effets,effects
essai,test
fruits,fruits
yo,yo
remplir,to fill
commençons,Let's start
miles,miles
donnera,will give
soins,care
charlotte,charlotte
risqué,risk
avouer,confess
passés,past
épreuve,test
vivants,living
conduite,conduct
p,p
robin,Robin
chffffff,chffffff
découvre,discover
avantage,advantage
retenir,to hold onto
love,love
miroir,mirror
etat,state
procédure,procedure
verres,glasses
copie,copy
jaune,yellow
dames,ladies
betty,betty
efforts,efforts
proposé,offers
blessée,injured
crie,calls out
voyager,travel
disque,disk
golf,golf
annuler,to cancel
section,section
catherine,Catherine
aube,dawn
précis,accurate
appellerai,will call
doug,Doug
etes-vous,are you
lumières,lights
helen,helen
briser,to break
fait-il,he does
vampire,vampire
échec,failure
mexique,Mexico
figure,figure
repose,rests
urgent,urgent
profil,profile
médical,medical
chiffres,figures
carrément,downright
pointe,point
is,is
interroger,question
sauce,sauce
séance,session
fiancé,fiance
chaude,hot
sacs,bags
vivait,lived
aimerai,would like
alliez,combine
partage,share 
johnson,johnson
assise,seated
foot,football
accusation,charge
bagages,luggage
boule,ball 
copains,friends
nu,naked
patience,patience
suivez,follow
criminels,criminals
poissons,Pisces
fermez,close
bleue,blue
tyler,Tyler
égal,equal
organiser,arrange
œuvre,work
organisation,organization
moto,motorbike
parlerai,will speak
texas,Texas
attitude,attitude
documents,documents
étiez-vous,were you
effort,effort
enchantée,Nice to meet you
restent,remain
diriger,to manage
apprends,learn
proposition,proposal
pareille,likely
terres,lands
serpent,snake
all,all
audience,audience
info,info
voyait,saw
télévision,television
intéressé,interested
pattes,paws
possibilité,possibility
football,soccer
poison,poison
maudit,damn
cochon,pig
reconnaître,recognize
paire,pair
your,your
condamné,sentenced
croyait,believed
sauvage,savage
maximum,maximum
domaine,domain
drogues,drugs
poussière,dust
visiter,to visit
nôtres,ours
policiers,policeman
rat,rat
ajouter,to add
chambres,bedrooms
séparer,to separate
valise,suitcase
idéal,ideal
exprès,on purpose
cooper,cooper
empereur,emperor
forcer,force
vincent,Vincent
juger,judge
montagnes,mountains
t-il,he
printemps,spring
rebecca,rebecca
avoue,confession
oliver,oliver
faisaient,were doing
allaient,were going
profondément,deeply
aides,aid
collègue,coworker
